   time(s)     rx(cm)     ry(cm)   phi(rad)    rcx(cm)    rcy(cm)        eta          w
  22.26000   41.78282   22.60471   -5.66894   16.10020    0.16100    0.21858   -0.52700
  22.29000   41.88567   22.61415   -5.68467   16.04317    0.16043    0.21662   -0.52174
  22.32000   41.98851   22.62226   -5.70025   15.98471    0.15985    0.21467   -0.51647
  22.35000   42.09134   22.62907   -5.71566   15.92482    0.15925    0.21271   -0.51121
  22.38000   42.19414   22.63458   -5.73092   15.86348    0.15863    0.21075   -0.50595
  22.41000   42.29689   22.63881   -5.74602   15.80068    0.15801    0.20879   -0.50069
  22.44000   42.39956   22.64178   -5.76096   15.73642    0.15736    0.20683   -0.49544
  22.47000   42.50215   22.64350   -5.77575   15.67068    0.15671    0.20487   -0.49019
  22.50000   42.60463   22.64399   -5.79037   15.60345    0.15603    0.20291   -0.48495
  22.53000   42.70700   22.64326   -5.80484   15.53474    0.15535    0.20095   -0.47972
  22.56000   42.80923   22.64134   -5.81916   15.46452    0.15465    0.19900   -0.47450
  22.59000   42.91132   22.63824   -5.83331   15.39279    0.15393    0.19704   -0.46929
  22.62000   43.01324   22.63397   -5.84731   15.31955    0.15320    0.19509   -0.46410
  22.65000   43.11499   22.62855   -5.86116   15.24478    0.15245    0.19314   -0.45892
  22.68000   43.21655   22.62200   -5.87485   15.16848    0.15168    0.19120   -0.45376
  22.71000   43.31791   22.61433   -5.88838   15.09063    0.15091    0.18926   -0.44861
  22.74000   43.41905   22.60557   -5.90177   15.01124    0.15011    0.18732   -0.44348
  22.77000   43.51998   22.59573   -5.91499   14.93030    0.14930    0.18539   -0.43837
  22.80000   43.62067   22.58482   -5.92807   14.84781    0.14848    0.18346   -0.43329
  22.83000   43.72111   22.57286   -5.94099   14.76375    0.14764    0.18154   -0.42822
  22.86000   43.82130   22.55987   -5.95376   14.67812    0.14678    0.17963   -0.42318
  22.89000   43.92123   22.54586   -5.96638   14.59093    0.14591    0.17772   -0.41817
  22.92000   44.02089   22.53086   -5.97885   14.50216    0.14502    0.17582   -0.41318
  22.95000   44.12027   22.51487   -5.99117   14.41182    0.14412    0.17392   -0.40822
  22.98000   44.21936   22.49792   -6.00335   14.31990    0.14320    0.17204   -0.40329
  23.01000   44.31815   22.48002   -6.01537   14.22641    0.14226    0.17016   -0.39839
  23.04000   44.41664   22.46118   -6.02725   14.13135    0.14131    0.16829   -0.39353
  23.07000   44.51483   22.44142   -6.03898   14.03471    0.14035    0.16643   -0.38869
