   time(s)     rx(cm)     ry(cm)   phi(rad)    rcx(cm)    rcy(cm)        eta          w
   9.90000   35.97796   32.69861    0.35624   22.12502    0.22125    0.13453   -0.30094
   9.93000   36.07307   32.68953    0.34748   21.52970    0.21530    0.12740   -0.28303
   9.96000   36.16755   32.68005    0.33920   20.99847    0.20998    0.12165   -0.26879
   9.99000   36.26157   32.67013    0.33127   20.65207    0.20652    0.11818   -0.26032
  10.02000   36.35540   32.65966    0.32347   20.59610    0.20596    0.11765   -0.25916
  10.05000   36.44931   32.64850    0.31560   20.86283    0.20863    0.12031   -0.26593
  10.08000   36.54358   32.63646    0.30741   21.38788    0.21388    0.12590   -0.28012
  10.11000   36.63847   32.62339    0.29870   22.04579    0.22046    0.13369   -0.30011
  10.14000   36.73411   32.60911    0.28935   22.71002    0.22710    0.14261   -0.32343
  10.17000   36.83056   32.59351    0.27929   23.29082    0.23291    0.15145   -0.34704
  10.20000   36.92775   32.57656    0.26857   23.74032    0.23740    0.15909   -0.36791
  10.23000   37.02551   32.55826    0.25730   24.04083    0.24041    0.16467   -0.38348
  10.26000   37.12359   32.53870    0.24567   24.19166    0.24192    0.16765   -0.39203
  10.29000   37.22170   32.51802    0.23389   24.20070    0.24201    0.16788   -0.39298
  10.32000   37.31957   32.49638    0.22219   24.08125    0.24081    0.16559   -0.38693
  10.35000   37.41697   32.47394    0.21076   23.85282    0.23853    0.16132   -0.37548
  10.38000   37.51374   32.45084    0.19971   23.54394    0.23544    0.15587   -0.36089
  10.41000   37.60982   32.42718    0.18911   23.19397    0.23194    0.15011   -0.34562
  10.44000   37.70524   32.40299    0.17895   22.85026    0.22850    0.14484   -0.33182
  10.47000   37.80006   32.37827    0.16916   22.55765    0.22558    0.14064   -0.32095
  10.50000   37.89441   32.35296    0.15964   22.34253    0.22343    0.13771   -0.31347
  10.53000   37.98839   32.32702    0.15031   22.19992    0.22200    0.13584   -0.30880
  10.56000   38.08206   32.30040    0.14110   22.09217    0.22092    0.13447   -0.30542
  10.59000   38.17544   32.27312    0.13200   21.95858    0.21959    0.13280   -0.30127
  10.62000   38.26846   32.24523    0.12307   21.72754    0.21728    0.12998   -0.29414
  10.65000   38.36099   32.21687    0.11442   21.32297    0.21323    0.12527   -0.28225
  10.68000   38.45286   32.18822    0.10622   20.66297    0.20663    0.11825   -0.26463
  10.71000   38.54390   32.15947    0.09862   19.65452    0.19655    0.10890   -0.24147
  10.74000   38.63397   32.13085    0.09179   18.19249    0.18192    0.09766   -0.21418
  10.77000   38.72300   32.10249    0.08580   16.18208    0.16182    0.08550   -0.18531
  10.80000   38.81102   32.07448    0.08065   13.62630    0.13626    0.07380   -0.15816
  10.83000   38.89816   32.04678    0.07623   10.83207    0.10832    0.06418   -0.13630
  10.86000   38.98465   32.01927    0.07234    8.64931    0.08649    0.05825   -0.12302
  10.89000   39.07083   31.99168    0.06868    8.22731    0.08227    0.05723   -0.12078
  10.92000   39.15705   31.96370    0.06491    9.95940    0.09959    0.06170   -0.13081
  10.95000   39.24371   31.93493    0.06065   12.97624    0.12976    0.07142   -0.15290
  10.98000   39.33113   31.90502    0.05558   16.10641    0.16106    0.08540   -0.18541
  11.01000   39.41956   31.87359    0.04941   18.72112    0.18721    0.10212   -0.22554
  11.04000   39.50915   31.84039    0.04199   20.69572    0.20696    0.11987   -0.26973
  11.07000   39.59991   31.80521    0.03323   22.11819    0.22118    0.13709   -0.31424
  11.10000   39.69172   31.76796    0.02318   23.11742    0.23117    0.15254   -0.35566
  11.13000   39.78439   31.72866    0.01197   23.80515    0.23805    0.16543   -0.39138
  11.16000   39.87765   31.68739   -0.00020   24.26659    0.24267    0.17544   -0.41993
  11.19000   39.97123   31.64428   -0.01311   24.56541    0.24565    0.18266   -0.44102
  11.22000   40.06485   31.59948   -0.02656   24.75066    0.24751    0.18751   -0.45549
  11.25000   40.15831   31.55312   -0.04037   24.86198    0.24862    0.19061   -0.46495
  11.28000   40.25146   31.50532   -0.05441   24.93216    0.24932    0.19268   -0.47138
  11.31000   40.34419   31.45612   -0.06863   24.98717    0.24987    0.19437   -0.47672
  11.34000   40.43648   31.40551   -0.08302   25.04450    0.25044    0.19617   -0.48241
  11.37000   40.52831   31.35346   -0.09759   25.11156    0.25112    0.19830   -0.48914
  11.40000   40.61967   31.29992   -0.11238   25.18579    0.25186    0.20072   -0.49676
  11.43000   40.71053   31.24486   -0.12740   25.25709    0.25257    0.20312   -0.50438
  11.46000   40.80084   31.18829   -0.14262   25.31161    0.25312    0.20505   -0.51057
  11.49000   40.89050   31.13027   -0.15799   25.33544    0.25335    0.20600   -0.51377
  11.52000   40.97941   31.07093   -0.17338   25.31711    0.25317    0.20555   -0.51264
  11.55000   41.06741   31.01045   -0.18867   25.24905    0.25249    0.20344   -0.50640
  11.58000   41.15440   30.94905   -0.20369   25.12833    0.25128    0.19965   -0.49506
  11.61000   41.24027   30.88693   -0.21831   24.95759    0.24958    0.19443   -0.47948
  11.64000   41.32496   30.82428   -0.23242   24.74623    0.24746    0.18825   -0.46122
  11.67000   41.40847   30.76122   -0.24597   24.51139    0.24511    0.18176   -0.44229
  11.70000   41.49084   30.69781   -0.25898   24.27757    0.24278    0.17569   -0.42480
  11.73000   41.57215   30.63400   -0.27151   24.07297    0.24073    0.17067   -0.41054
  11.76000   41.65251   30.56971   -0.28368   23.92234    0.23922    0.16716   -0.40068
  11.79000   41.73201   30.50480   -0.29562   23.83838    0.23838    0.16530   -0.39552
  11.82000   41.81075   30.43911   -0.30747   23.81658    0.23817    0.16490   -0.39449
  11.85000   41.88878   30.37254   -0.31933   23.83678    0.23837    0.16548   -0.39623
  11.88000   41.96613   30.30500   -0.33126   23.87023    0.23870    0.16639   -0.39889
  11.91000   42.04277   30.23651   -0.34325   23.88780    0.23888    0.16692   -0.40050
  11.94000   42.11865   30.16714   -0.35525   23.86562    0.23866    0.16649   -0.39934
  11.97000   42.19372   30.09705   -0.36715   23.78753    0.23788    0.16469   -0.39432
  12.00000   42.26790   30.02639   -0.37884   23.64577    0.23646    0.16140   -0.38515
  12.03000   42.34115   29.95536   -0.39021   23.44153    0.23442    0.15680   -0.37240
  12.06000   42.41344   29.88412   -0.40115   23.18607    0.23186    0.15134   -0.35739
  12.09000   42.48479   29.81275   -0.41164   22.90193    0.22902    0.14563   -0.34190
  12.12000   42.55524   29.74129   -0.42169   22.62206    0.22622    0.14037   -0.32778
  12.15000   42.62484   29.66968   -0.43135   22.38413    0.22384    0.13617   -0.31661
  12.18000   42.69367   29.59782   -0.44074   22.21941    0.22219    0.13340   -0.30931
  12.21000   42.76180   29.52557   -0.44997   22.14031    0.22140    0.13214   -0.30600
  12.24000   42.82928   29.45279   -0.45915   22.13441    0.22134    0.13210   -0.30593
  12.27000   42.89614   29.37939   -0.46836   22.16917    0.22169    0.13276   -0.30768
  12.30000   42.96239   29.30533   -0.47761   22.20386    0.22204    0.13343   -0.30946
  12.33000   43.02799   29.23065   -0.48690   22.20116    0.22201    0.13345   -0.30952
  12.36000   43.09291   29.15545   -0.49614   22.13439    0.22134    0.13234   -0.30660
  12.39000   43.15713   29.07989   -0.50524   21.99137    0.21991    0.12993   -0.30027
  12.42000   43.22061   29.00409   -0.51411   21.77807    0.21778    0.12643   -0.29114
  12.45000   43.28336   28.92817   -0.52269   21.52439    0.21524    0.12246   -0.28087
  12.48000   43.34540   28.85215   -0.53099   21.28969    0.21290    0.11898   -0.27192
  12.51000   43.40677   28.77593   -0.53907   21.15901    0.21159    0.11713   -0.26719
  12.54000   43.46754   28.69930   -0.54712   21.21734    0.21217    0.11803   -0.26947
  12.57000   43.52777   28.62191   -0.55538   21.50445    0.21504    0.12248   -0.28089
  12.60000   43.58751   28.54334   -0.56413   21.98446    0.21984    0.13076   -0.30242
  12.63000   43.64678   28.46315   -0.57367   22.56376    0.22564    0.14249   -0.33354
  12.66000   43.70555   28.38092   -0.58425   23.14161    0.23142    0.15666   -0.37217
  12.69000   43.76373   28.29636   -0.59606   23.64776    0.23648    0.17182   -0.41483
  12.72000   43.82118   28.20932   -0.60914   24.04907    0.24049    0.18634   -0.45703
  12.75000   43.87773   28.11987   -0.62340   24.33803    0.24338    0.19867   -0.49388
  12.78000   43.93316   28.02828   -0.63862   24.51919    0.24519    0.20747   -0.52080
  12.81000   43.98730   27.93502   -0.65444   24.59975    0.24600    0.21180   -0.53416
  12.84000   44.04000   27.84072   -0.67043   24.58454    0.24585    0.21111   -0.53185
  12.87000   44.09118   27.74608   -0.68611   24.47352    0.24474    0.20527   -0.51357
  12.90000   44.14085   27.65179   -0.70103   24.26056    0.24261    0.19461   -0.48093
  12.93000   44.18908   27.55848   -0.71480   23.93322    0.23933    0.17985   -0.43717
  12.96000   44.23601   27.46659   -0.72716   23.47390    0.23474    0.16220   -0.38670
  12.99000   44.28180   27.37640   -0.73798   22.86488    0.22865    0.14318   -0.33450
  13.02000   44.32663   27.28795   -0.74728   22.10136    0.22101    0.12454   -0.28537
  13.05000   44.37068   27.20109   -0.75521   21.21665    0.21217    0.10800   -0.24335
  13.08000   44.41407   27.11552   -0.76203   20.31282    0.20313    0.09495   -0.21117
  13.11000   44.45690   27.03083   -0.76805   19.56209    0.19562    0.08620   -0.19006
  13.14000   44.49926   26.94659   -0.77359   19.13406    0.19134    0.08186   -0.17971
  13.17000   44.54115   26.86238   -0.77897   19.08301    0.19083    0.08138   -0.17854
  13.20000   44.58258   26.77786   -0.78441   19.31815    0.19318    0.08374   -0.18412
  13.23000   44.62354   26.69281   -0.79007   19.68711    0.19687    0.08778   -0.19371
  13.26000   44.66399   26.60709   -0.79605   20.06697    0.20067    0.09241   -0.20482
  13.29000   44.70390   26.52068   -0.80236   20.39473    0.20395    0.09688   -0.21561
  13.32000   44.74323   26.43359   -0.80897   20.65622    0.20656    0.10082   -0.22519
  13.35000   44.78195   26.34587   -0.81585   20.86688    0.20867    0.10428   -0.23366
  13.38000   44.82003   26.25755   -0.82299   21.05632    0.21056    0.10764   -0.24196
  13.41000   44.85744   26.16859   -0.83039   21.25616    0.21256    0.11150   -0.25151
  13.44000   44.89414   26.07890   -0.83812   21.48885    0.21489    0.11642   -0.26384
  13.47000   44.93007   25.98834   -0.84628   21.75944    0.21759    0.12283   -0.28008
  13.50000   44.96517   25.89673   -0.85499   22.05459    0.22055    0.13082   -0.30064
  13.53000   44.99933   25.80386   -0.86437   22.34975    0.22350    0.14011   -0.32497
  13.56000   45.03247   25.70962   -0.87452   22.61976    0.22620    0.15008   -0.35157
  13.59000   45.06447   25.61393   -0.88547   22.84623    0.22846    0.15984   -0.37816
  13.62000   45.09523   25.51686   -0.89717   23.01949    0.23019    0.16845   -0.40201
  13.65000   45.12468   25.41856   -0.90951   23.13685    0.23137    0.17502   -0.42042
  13.68000   45.15278   25.31933   -0.92228   23.19978    0.23200    0.17887   -0.43121
  13.71000   45.17953   25.21952   -0.93524   23.21166    0.23212    0.17960   -0.43309
  13.74000   45.20499   25.11953   -0.94813   23.17662    0.23177    0.17720   -0.42591
  13.77000   45.22923   25.01975   -0.96068   23.09946    0.23099    0.17198   -0.41079
  13.80000   45.25237   24.92047   -0.97269   22.98672    0.22987    0.16464   -0.38994
  13.83000   45.27452   24.82192   -0.98403   22.84846    0.22848    0.15616   -0.36631
  13.86000   45.29578   24.72414   -0.99468   22.70036    0.22700    0.14770   -0.34320
  13.89000   45.31621   24.62709   -1.00468   22.56423    0.22564    0.14043   -0.32368
  13.92000   45.33584   24.53056   -1.01419   22.46438    0.22464    0.13534   -0.31016
  13.95000   45.35464   24.43431   -1.02340   22.41925    0.22419    0.13304   -0.30399
  13.98000   45.37256   24.33803   -1.03254   22.43229    0.22432    0.13360   -0.30530
  14.01000   45.38951   24.24144   -1.04181   22.49006    0.22490    0.13659   -0.31294
  14.04000   45.40540   24.14434   -1.05138   22.56935    0.22569    0.14115   -0.32472
  14.07000   45.42016   24.04663   -1.06132   22.64722    0.22647    0.14614   -0.33776
  14.10000   45.43375   23.94833   -1.07161   22.70704    0.22707    0.15038   -0.34887
  14.13000   45.44616   23.84958   -1.08217   22.73912    0.22739    0.15278   -0.35510
  14.16000   45.45745   23.75066   -1.09281   22.73851    0.22739    0.15250   -0.35411
  14.19000   45.46773   23.65189   -1.10329   22.70226    0.22702    0.14898   -0.34444
  14.22000   45.47716   23.55365   -1.11334   22.62707    0.22627    0.14202   -0.32575
  14.25000   45.48594   23.45630   -1.12271   22.50723    0.22507    0.13170   -0.29871
  14.28000   45.49427   23.36013   -1.13116   22.33246    0.22332    0.11846   -0.26493
  14.31000   45.50237   23.26539   -1.13854   22.08474    0.22085    0.10299   -0.22668
  14.34000   45.51041   23.17219   -1.14474   21.73299    0.21733    0.08620   -0.18656
  14.37000   45.51854   23.08057   -1.14974   21.22356    0.21224    0.06916   -0.14721
  14.40000   45.52684   22.99043   -1.15362   20.46383    0.20464    0.05299   -0.11105
  14.43000   45.53538   22.90162   -1.15648   19.29881    0.19299    0.03871   -0.08006
  14.46000   45.54414   22.81389   -1.15852   17.50950    0.17509    0.02722   -0.05570
  14.49000   45.55307   22.72698   -1.15994   14.99958    0.15000    0.01913   -0.03886
  14.52000   45.56211   22.64058   -1.16097   12.54996    0.12550    0.01480   -0.02994
  14.55000   45.57114   22.55437   -1.16185   12.14990    0.12150    0.01426   -0.02884
  14.58000   45.58005   22.46805   -1.16281   14.09922    0.14099    0.01731   -0.03509
  14.61000   45.58869   22.38136   -1.16406   16.47683    0.16477    0.02350   -0.04791
  14.64000   45.59695   22.29404   -1.16577   18.25036    0.18250    0.03221   -0.06616
  14.67000   45.60468   22.20592   -1.16809   19.40234    0.19402    0.04266   -0.08845
  14.70000   45.61178   22.11688   -1.17111   20.12934    0.20129    0.05398   -0.11310
  14.73000   45.61813   22.02685   -1.17488   20.58787    0.20588    0.06527   -0.13815
  14.76000   45.62368   21.93586   -1.17937   20.87573    0.20876    0.07558   -0.16151
  14.79000   45.62840   21.84405   -1.18451   21.05115    0.21051    0.08405   -0.18100
  14.82000   45.63232   21.75159   -1.19015   21.14858    0.21149    0.08990   -0.19464
  14.85000   45.63550   21.65876   -1.19608   21.18822    0.21188    0.09255   -0.20080
  14.88000   45.63806   21.56587   -1.20207   21.18098    0.21181    0.09162   -0.19852
  14.91000   45.64017   21.47327   -1.20786   21.13084    0.21131    0.08702   -0.18762
  14.94000   45.64201   21.38126   -1.21321   21.03509    0.21035    0.07900   -0.16894
  14.97000   45.64377   21.29011   -1.21791   20.88255    0.20883    0.06817   -0.14423
  15.00000   45.64561   21.20000   -1.22181   20.64894    0.20649    0.05557   -0.11614
  15.03000   45.64765   21.11100   -1.22487   20.28871    0.20289    0.04256   -0.08786
  15.06000   45.64995   21.02303   -1.22713   19.73039    0.19730    0.03074   -0.06278
  15.09000   45.65249   20.93591   -1.22873   18.93268    0.18933    0.02173   -0.04401
  15.12000   45.65518   20.84935   -1.22990   18.17248    0.18172    0.01686   -0.03399
  15.15000   45.65786   20.76298   -1.23092   18.18302    0.18183    0.01689   -0.03405
  15.18000   45.66034   20.67642   -1.23210   18.91672    0.18917    0.02183   -0.04420
  15.21000   45.66242   20.58932   -1.23371   19.62599    0.19626    0.03090   -0.06307
  15.24000   45.66390   20.50138   -1.23597   20.07330    0.20073    0.04267   -0.08802
  15.27000   45.66462   20.41246   -1.23903   20.32297    0.20323    0.05536   -0.11553
  15.30000   45.66449   20.32253   -1.24288   20.45558    0.20456    0.06713   -0.14161
  15.33000   45.66351   20.23175   -1.24744   20.52140    0.20521    0.07634   -0.16241
  15.36000   45.66173   20.14037   -1.25250   20.54923    0.20549    0.08176   -0.17476
  15.39000   45.65931   20.04878   -1.25777   20.55630    0.20556    0.08259   -0.17660
  15.42000   45.65647   19.95737   -1.26293   20.55447    0.20554    0.07858   -0.16732
  15.45000   45.65345   19.86655   -1.26766   20.55440    0.20554    0.07003   -0.14783
  15.48000   45.65049   19.77666   -1.27168   20.57004    0.20570    0.05773   -0.12043
  15.51000   45.64780   19.68792   -1.27482   20.62828    0.20628    0.04301   -0.08848
  15.54000   45.64555   19.60041   -1.27698   20.80252    0.20803    0.02757   -0.05591
  15.57000   45.64378   19.51408   -1.27822   21.40892    0.21409    0.01334   -0.02670
  15.60000   45.64248   19.42872   -1.27869   27.89813    0.27898    0.00216   -0.00429
  15.63000   45.64153   19.34402   -1.27862   16.29395    0.16294    0.00448    0.00883
  15.66000   45.64076   19.25961   -1.27831   17.14021    0.17140    0.00581    0.01143
  15.69000   45.63996   19.17511   -1.27809   11.11955    0.11120    0.00182    0.00360
  15.72000   45.63891   19.09014   -1.27823   22.19202    0.22192    0.00669   -0.01330
  15.75000   45.63739   19.00442   -1.27899   20.62954    0.20630    0.01840   -0.03699
  15.78000   45.63522   18.91775   -1.28051   20.22000    0.20220    0.03174   -0.06458
  15.81000   45.63229   18.83005   -1.28288   20.02737    0.20027    0.04519   -0.09308
  15.84000   45.62852   18.74135   -1.28607   19.91261    0.19913    0.05749   -0.11976
  15.87000   45.62388   18.65178   -1.29000   19.83664    0.19837    0.06777   -0.14249
  15.90000   45.61841   18.56151   -1.29454   19.78533    0.19785    0.07553   -0.15994
  15.93000   45.61218   18.47077   -1.29951   19.75305    0.19753    0.08067   -0.17160
  15.96000   45.60526   18.37977   -1.30475   19.73761    0.19738    0.08334   -0.17765
  15.99000   45.59775   18.28872   -1.31010   19.73834    0.19738    0.08388   -0.17881
  16.02000   45.58975   18.19778   -1.31542   19.75541    0.19755    0.08270   -0.17603
  16.05000   45.58134   18.10708   -1.32061   19.78972    0.19790    0.08021   -0.17023
  16.08000   45.57260   18.01672   -1.32560   19.84356    0.19844    0.07669   -0.16214
  16.11000   45.56360   17.92677   -1.33031   19.92193    0.19922    0.07230   -0.15215
  16.14000   45.55442   17.83729   -1.33470   20.03498    0.20035    0.06703   -0.14030
  16.17000   45.54515   17.74834   -1.33870   20.20219    0.20202    0.06077   -0.12641
  16.20000   45.53586   17.66001   -1.34225   20.46065    0.20461    0.05338   -0.11023
  16.23000   45.52668   17.57236   -1.34528   20.88478    0.20885    0.04476   -0.09166
  16.26000   45.51770   17.48546   -1.34772   21.64272    0.21643    0.03496   -0.07094
  16.29000   45.50903   17.39936   -1.34951   23.20368    0.23204    0.02426   -0.04875
  16.32000   45.50076   17.31409   -1.35064   27.52890    0.27529    0.01323   -0.02630
  16.35000   45.49292   17.22961   -1.35111   65.46722    0.65467    0.00267   -0.00526
  16.38000   45.48553   17.14582   -1.35100   -2.06104   -0.02061    0.00637    0.01246
  16.41000   45.47852   17.06257   -1.35045    7.88897    0.07889    0.01278    0.02484
  16.44000   45.47179   16.97962   -1.34962    9.62897    0.09629    0.01552    0.03011
  16.47000   45.46515   16.89670   -1.34877    8.68517    0.08685    0.01387    0.02695
  16.50000   45.45839   16.81349   -1.34814    1.26467    0.01265    0.00754    0.01473
  16.53000   45.45128   16.72968   -1.34801   55.24272    0.55243    0.00323   -0.00637
  16.56000   45.44356   16.64497   -1.34864   24.28278    0.24283    0.01768   -0.03532
  16.59000   45.43498   16.55914   -1.35022   20.85332    0.20853    0.03469   -0.07035
  16.62000   45.42533   16.47203   -1.35292   19.59733    0.19597    0.05290   -0.10908
  16.65000   45.41445   16.38358   -1.35678   18.96767    0.18968    0.07095   -0.14877
  16.68000   45.40223   16.29384   -1.36181   18.60135    0.18601    0.08760   -0.18656
  16.71000   45.38863   16.20295   -1.36791   18.37210    0.18372    0.10181   -0.21978
  16.74000   45.37366   16.11116   -1.37490   18.22678    0.18227    0.11285   -0.24615
  16.77000   45.35745   16.01877   -1.38255   18.14131    0.18141    0.12020   -0.26397
  16.80000   45.34014   15.92612   -1.39059   18.10556    0.18106    0.12365   -0.27230
  16.83000   45.32196   15.83357   -1.39874   18.11765    0.18118    0.12320   -0.27098
  16.86000   45.30313   15.74144   -1.40672   18.18176    0.18182    0.11909   -0.26066
  16.89000   45.28391   15.65001   -1.41427   18.30740    0.18307    0.11181   -0.24276
  16.92000   45.26453   15.55949   -1.42120   18.50894    0.18509    0.10209   -0.21937
  16.95000   45.24517   15.47000   -1.42739   18.80320    0.18803    0.09092   -0.19311
  16.98000   45.22595   15.38157   -1.43279   19.20076    0.19201    0.07952   -0.16693
  17.01000   45.20691   15.29411   -1.43745   19.68278    0.19683    0.06926   -0.14391
  17.04000   45.18800   15.20744   -1.44152   20.16017    0.20160    0.06160   -0.12700
  17.07000   45.16907   15.12130   -1.44520   20.45229    0.20452    0.05780   -0.11871
  17.10000   45.14989   15.03538   -1.44879   20.37859    0.20379    0.05881   -0.12084
  17.13000   45.13017   14.94930   -1.45262   19.93583    0.19936    0.06497   -0.13425
  17.16000   45.10955   14.86271   -1.45701   19.30708    0.19307    0.07600   -0.15863
  17.19000   45.08770   14.77532   -1.46228   18.68372    0.18684    0.09091   -0.19244
  17.22000   45.06428   14.68689   -1.46866   18.16116    0.18161    0.10823   -0.23293
  17.25000   45.03904   14.59733   -1.47630   17.75861    0.17759    0.12618   -0.27637
  17.28000   45.01181   14.50667   -1.48522   17.46413    0.17464    0.14295   -0.31834
  17.31000   44.98257   14.41513   -1.49531   17.26047    0.17260    0.15691   -0.35427
  17.34000   44.95143   14.32303   -1.50632   17.13473    0.17135    0.16670   -0.37997
  17.37000   44.91864   14.23080   -1.51791   17.08097    0.17081    0.17139   -0.39222
  17.40000   44.88457   14.13895   -1.52963   17.10095    0.17101    0.17046   -0.38923
  17.43000   44.84971   14.04794   -1.54103   17.20492    0.17205    0.16386   -0.37108
  17.46000   44.81452   13.95819   -1.55170   17.41295    0.17413    0.15210   -0.33976
  17.49000   44.77948   13.87001   -1.56128   17.75583    0.17756    0.13631   -0.29915
  17.52000   44.74491   13.78351   -1.56958   18.27065    0.18271    0.11827   -0.25454
  17.55000   44.71098   13.69866   -1.57658   18.97636    0.18976    0.10042   -0.21211
  17.58000   44.67767   13.61523   -1.58244   19.80100    0.19801    0.08560   -0.17805
  17.61000   44.64472   13.53283   -1.58748   20.47022    0.20470    0.07659   -0.15784
  17.64000   44.61170   13.45099   -1.59217   20.56781    0.20568    0.07553   -0.15542
  17.67000   44.57803   13.36914   -1.59709   19.96395    0.19964    0.08331   -0.17263
  17.70000   44.54306   13.28677   -1.60282   18.99945    0.18999    0.09929   -0.20892
  17.73000   44.50611   13.20343   -1.60987   18.06235    0.18062    0.12155   -0.26138
  17.76000   44.46659   13.11882   -1.61867   17.31582    0.17316    0.14730   -0.32512
  17.79000   44.42406   13.03287   -1.62946   16.76829    0.16768    0.17366   -0.39394
  17.82000   44.37822   12.94568   -1.64228   16.38090    0.16381    0.19808   -0.46118
  17.85000   44.32903   12.85758   -1.65701   16.11397    0.16114    0.21870   -0.52066
  17.88000   44.27663   12.76902   -1.67333   15.93799    0.15938    0.23440   -0.56759
  17.91000   44.22132   12.68055   -1.69084   15.83292    0.15833    0.24478   -0.59913
  17.94000   44.16355   12.59271   -1.70904   15.78506    0.15785    0.25005   -0.61483
  17.97000   44.10380   12.50597   -1.72751   15.78374    0.15784    0.25094   -0.61652
  18.00000   44.04250   12.42067   -1.74588   15.81809    0.15818    0.24864   -0.60798
  18.03000   43.97998   12.33700   -1.76392   15.87418    0.15874    0.24467   -0.59424
  18.06000   43.91641   12.25503   -1.78154   15.93342    0.15933    0.24070   -0.58072
  18.09000   43.85175   12.17466   -1.79884   15.97394    0.15974    0.23834   -0.57232
  18.12000   43.78580   12.09574   -1.81601   15.97605    0.15976    0.23879   -0.57266
  18.15000   43.71824   12.01810   -1.83335   15.92967    0.15930    0.24263   -0.58353
  18.18000   43.64865   11.94159   -1.85118   15.83865    0.15839    0.24973   -0.60470
  18.21000   43.57667   11.86613   -1.86976   15.71824    0.15718    0.25927   -0.63407
  18.24000   43.50199   11.79173   -1.88929   15.58803    0.15588    0.27007   -0.66816
  18.27000   43.42444   11.71852   -1.90986   15.46528    0.15465    0.28081   -0.70287
  18.30000   43.34402   11.64671   -1.93141   15.36170    0.15362    0.29038   -0.73430
  18.33000   43.26087   11.57654   -1.95382   15.28304    0.15283    0.29803   -0.75956
  18.36000   43.17525   11.50830   -1.97688   15.22984    0.15230    0.30351   -0.77735
  18.39000   43.08744   11.44222   -2.00036   15.19810    0.15198    0.30705   -0.78828
  18.42000   42.99772   11.37849   -2.02411   15.17966    0.15180    0.30936   -0.79476
  18.45000   42.90622   11.31721   -2.04804   15.16272    0.15163    0.31149   -0.80061
  18.48000   42.81293   11.25845   -2.07220   15.13346    0.15133    0.31468   -0.81035
  18.51000   42.71766   11.20222   -2.09678   15.07936    0.15079    0.32006   -0.82829
  18.54000   42.62002   11.14856   -2.12207   14.99336    0.14993    0.32841   -0.85769
  18.57000   42.51954   11.09754   -2.14844   14.87687    0.14877    0.33992   -0.90005
  18.60000   42.41567   11.04936   -2.17626   14.73920    0.14739    0.35413   -0.95466
  18.63000   42.30799   11.00427   -2.20586   14.59398    0.14594    0.37002   -1.01858
  18.66000   42.19621   10.96267   -2.23744   14.45474    0.14455    0.38627   -1.08698
  18.69000   42.08030   10.92503   -2.27105   14.33200    0.14332    0.40151   -1.15383
  18.72000   41.96055   10.89185   -2.30655   14.23251    0.14233    0.41454   -1.21289
  18.75000   41.83754   10.86361   -2.34363   14.15968    0.14160    0.42450   -1.25867
  18.78000   41.71208   10.84066   -2.38182   14.11445    0.14114    0.43090   -1.28741
  18.81000   41.58515   10.82323   -2.42059   14.09590    0.14096    0.43367   -1.29771
  18.84000   41.45773   10.81136   -2.45942   14.10142    0.14101    0.43311   -1.29086
  18.87000   41.33071   10.80495   -2.49785   14.12637    0.14126    0.42993   -1.27072
  18.90000   41.20475   10.80378   -2.53555   14.16356    0.14164    0.42518   -1.24315
  18.93000   41.08021   10.80762   -2.57243   14.20303    0.14203    0.42020   -1.21515
  18.96000   40.95713   10.81627   -2.60856   14.23280    0.14233    0.41646   -1.19381
  18.99000   40.83530   10.82968   -2.64425   14.24117    0.14241    0.41526   -1.18519
  19.02000   40.71427   10.84793   -2.67993   14.22024    0.14220    0.41752   -1.19345
  19.05000   40.59354   10.87127   -2.71613   14.16889    0.14169    0.42352   -1.22019
  19.08000   40.47262   10.90011   -2.75340   14.09315    0.14093    0.43281   -1.26423
  19.11000   40.35120   10.93493   -2.79219   14.00366    0.14004    0.44441   -1.32189
  19.14000   40.22924   10.97625   -2.83283   13.91188    0.13912    0.45701   -1.38752
  19.17000   40.10697   11.02451   -2.87546   13.82716    0.13827    0.46930   -1.45445
  19.20000   39.98496   11.08000   -2.92002   13.75560    0.13756    0.48016   -1.51593
  19.23000   39.86402   11.14282   -2.96625   13.70020    0.13700    0.48878   -1.56617
  19.26000   39.74511   11.21281   -3.01376   13.66158    0.13662    0.49471   -1.60110
  19.29000   39.62924   11.28960   -3.06205   13.63878    0.13639    0.49780   -1.61876
  19.32000   39.51735   11.37260   -3.11063   13.62982    0.13630    0.49819   -1.61947
  19.35000   39.41023   11.46111   -3.15900   13.63208    0.13632    0.49623   -1.60548
  19.38000   39.30845   11.55440   -3.20679   13.64259    0.13643    0.49244   -1.58039
  19.41000   39.21235   11.65177   -3.25372   13.65829    0.13658    0.48743   -1.54837
  19.44000   39.12209   11.75264   -3.29965   13.67637    0.13676    0.48176   -1.51335
  19.47000   39.03766   11.85651   -3.34452   13.69465    0.13695    0.47593   -1.47834
  19.50000   38.95901   11.96300   -3.38837   13.71191    0.13712    0.47020   -1.44496
  19.53000   38.88600   12.07178   -3.43125   13.72803    0.13728    0.46462   -1.41329
  19.56000   38.81853   12.18253   -3.47318   13.74391    0.13744    0.45896   -1.38201
  19.59000   38.75650   12.29489   -3.51414   13.76108    0.13761    0.45281   -1.34889
  19.62000   38.69984   12.40841   -3.55404   13.78126    0.13781    0.44567   -1.31137
