   time(s)     rx(cm)     ry(cm)   phi(rad)    rcx(cm)    rcy(cm)        eta          w
  22.41000   45.77102   20.48413   -5.74300   14.90337    0.14903    0.25593   -0.65029
  22.44000   45.87957   20.48553   -5.76222   14.76767    0.14768    0.24984   -0.63090
  22.47000   45.98745   20.48538   -5.78085   14.62280    0.14623    0.24367   -0.61145
  22.50000   46.09464   20.48378   -5.79890   14.46828    0.14468    0.23743   -0.59202
  22.53000   46.20111   20.48078   -5.81637   14.30360    0.14304    0.23113   -0.57264
  22.56000   46.30687   20.47648   -5.83326   14.12824    0.14128    0.22479   -0.55337
  22.59000   46.41188   20.47095   -5.84958   13.94166    0.13942    0.21842   -0.53424
  22.62000   46.51616   20.46424   -5.86532   13.74330    0.13743    0.21204   -0.51531
  22.65000   46.61968   20.45645   -5.88050   13.53260    0.13533    0.20566   -0.49661
  22.68000   46.72246   20.44762   -5.89512   13.30898    0.13309    0.19930   -0.47819
  22.71000   46.82450   20.43782   -5.90920   13.07189    0.13072    0.19297   -0.46009
  22.74000   46.92580   20.42713   -5.92273   12.82076    0.12821    0.18668   -0.44235
  22.77000   47.02638   20.41558   -5.93574   12.55507    0.12555    0.18046   -0.42499
  22.80000   47.12625   20.40324   -5.94824   12.27432    0.12274    0.17432   -0.40807
  22.83000   47.22542   20.39015   -5.96023   11.97805    0.11978    0.16828   -0.39159
  22.86000   47.32390   20.37637   -5.97174   11.66591    0.11666    0.16234   -0.37561
  22.89000   47.42173   20.36194   -5.98278   11.33760    0.11338    0.15652   -0.36013
  22.92000   47.51891   20.34690   -5.99336   10.99296    0.10993    0.15085   -0.34518
  22.95000   47.61547   20.33128   -6.00350   10.63197    0.10632    0.14532   -0.33079
  22.98000   47.71142   20.31513   -6.01321   10.25476    0.10255    0.13996   -0.31696
  23.01000   47.80680   20.29848   -6.02252    9.86170    0.09862    0.13477   -0.30372
  23.04000   47.90163   20.28134   -6.03144    9.45336    0.09453    0.12977   -0.29108
  23.07000   47.99592   20.26376   -6.04000    9.03058    0.09031    0.12496   -0.27904
